Symbol,Company Name,Current Price,PE,Market Capital,FFMC,Outstanding Shares,Basic Industry,Industry,Macro,Sectoral Index,Sectoral PE,Status
JPPOWER,Jaiprakash Power Ventures Limited,6.65,10.88,455755.01,314470.9582769,6853458827,Power Generation,Power Generation,Utilities,NIFTY INFRASTRUCTURE                              ,21.24,Active
GLS,Glenmark Life Sciences Limited,386.1,NA,473077.41,80443.9895049,122527172,Pharmaceuticals,Pharmaceuticals,Healthcare,NA,NA,Active
MASTEK,Mastek Limited,1720,43.81,523638.49,274111.4456318,30444098,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NIFTY IT                                          ,26.74,Active
VAIBHAVGBL,Vaibhav Global Limited,326,54.3,537856.26,171662.47865889999,164986582,E-Retail/ E-Commerce,E-Retail/ E-Commerce,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
VSTIND,VST Industries Limited,3164,14.14,488582.35,170871.407616,15441920,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
SWSOLAR,Sterling and Wilson Renewable Energy Limited,300.75,NA,570502.7,154419.8577287,189693333,Civil Construction,Civil Construction,Industrials,NA,NA,Active
JUSTDIAL,Just Dial Limited,599.25,109.7,505250.01,116797.88743059999,84313727,Internet & Catalogue Retail,Internet & Catalogue Retail,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
HIKAL,Hikal Limited,303,36.01,373601.27,116427.966195,123300750,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
POLYPLEX,Polyplex Corporation Limited,1390.3,9.88,436449.4,214014.02866490002,31392462,Packaging,Packaging,Industrials,NIFTY 500                                         ,21.73,Active
MTARTECH,Mtar Technologies Limited,1720,NA,529064.97,280070.2285998,30759591,Aerospace & Defense,Aerospace & Defense,Industrials,NA,NA,Active
SYRMA,Syrma SGS Technology Limited,279.9,NA,494801.18,88921.0223044,176777842,Industrial Products,Industrial Products,Industrials,NA,NA,Active
LUXIND,Lux Industries Limited,1326,21.08,398750.49,103553.93854120001,30071681,Garments & Apparels,Garments & Apparels,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
ROLEXRINGS,Rolex Rings Limited,1931,NA,525875.25,224733.64795389998,27233312,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NA,NA,Active
PCBL,PCBL LIMITED,117,NA,441631.25,208098.9082112,377462604,Carbon Black,Carbon Black,Commodities,NA,NA,Active
MINDACORP,Minda Corporation Limited,205.2,23.62,490590.99,163039.0205275,239079428,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
RPOWER,Reliance Power Limited,10.75,0,401534.64,291200.1227715,3735205966,Power Generation,Power Generation,Utilities,NIFTY INFRASTRUCTURE                              ,21.24,Active
GHCL,GHCL Limited,516,4.32,493222.66,392895.81477440003,95585786,Commodity Chemicals,Commodity Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
GPPL,Gujarat Pipavav Port Limited,111,18.66,536618.3,300912.3375804,483439910,Port & Port services,Port & Port services,Services,NIFTY INFRASTRUCTURE                              ,21.24,Active
JSWHL,JSW Holdings Limited,3950,14.8,438435.19,148700.01118129998,11099625,Investment Company,Investment Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
SUNTECK,Sunteck Realty Limited,308.3,1637.31,451548.04,148914.188177,146463848,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
ZENSARTECH,Zensar Technologies Limited,280.6,23.25,635215.67,324005.5513444,226377644,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NIFTY IT                                          ,26.74,Active
CMSINFO,CMS Info Systems Limited,291.9,NA,450324.57,153624.6910501,154273578,Diversified Commercial Services,Diversified Commercial Services,Services,NA,NA,Active
TCI,Transport Corporation of India Limited,628.1,16.23,486912.7,151231.3166158,77521525,Logistics Solution Provider,Logistics Solution Provider,Services,NIFTY INFRASTRUCTURE                              ,21.24,Active
PARADEEP,Paradeep Phosphates Limited,55.15,NA,449195.44,197466.8027504,814497619,Fertilizers,Fertilizers,Commodities,NA,NA,Active
VRLLOG,VRL Logistics Limited,561.1,26.32,495695.35,149675.9664038,88343495,Logistics Solution Provider,Logistics Solution Provider,Services,NIFTY INFRASTRUCTURE                              ,21.24,Active
TATVA,Tatva Chintan Pharma Chem Limited,1875,NA,415594.91,87249.3309784,22165062,Specialty Chemicals,Specialty Chemicals,Commodities,NA,NA,Active
KTKBANK,The Karnataka Bank Limited,151.25,4.67,472339.27,471868.255852,312290424,Private Sector Bank,Private Sector Bank,Financial Services,NIFTY BANK                                        ,16.04,Active
RALLIS,Rallis India Limited,204.6,33.36,397883.35,198747.20558,194468890,Pesticides & Agrochemicals,Pesticides & Agrochemicals,Commodities,NIFTY 500                                         ,21.73,Active
KIRLOSENG,Kirloskar Oil Engines Limited,321.9,14.24,465833.36,192796.6963877,144713686,Compressors Pumps & Diesel Engines,Compressors Pumps & Diesel Engines,Industrials,NIFTY AUTO                                        ,32.25,Active
GMDCLTD,Gujarat Mineral Development Corporation Limited,139.65,4.72,444087,115255.92,318000000,Industrial Minerals,Industrial Minerals,Commodities,NIFTY METAL                                       ,12.23,Active
SHARDACROP,Sharda Cropchem Limited,489.95,12.56,442035.32,110057.7263381,90220495,Pesticides & Agrochemicals,Pesticides & Agrochemicals,Commodities,NIFTY 500                                         ,21.73,Active
STARCEMENT,Star Cement Limited,113.05,27.51,466250.98,88940.3132031,412428997,Cement & Cement Products,Cement & Cement Products,Commodities,NIFTY COMMODITIES                                 ,13.82,Active
ARVINDFASN,Arvind Fashions Limited,274.8,381.3,364896.94,145454.1886026,132786369,Speciality Retail,Speciality Retail,Consumer Discretionary,NIFTY 500,21.73,Active
SUPRAJIT,Suprajit Engineering Limited,392,28.24,542498.97,295137.0724541,138392594,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
PDSL,PDS Limited,331,NA,433262.02,116545.30424930001,130894870,Trading - Textile Products,Trading - Textile Products,Consumer Discretionary,NA,NA,Active
VARROC,Varroc Engineering Limited,257,0,392661.05,97458.6249,152786400,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
JKTYRE,JK Tyre & Industries Limited,153.95,25.94,379072.44,166466.84873280002,246230880,Tyres & Rubber Products,Tyres & Rubber Products,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
RAJRATAN,Rajratan Global Wire Limited,723,NA,367074.33,128822.527575,50771000,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NA,NA,Active
FDC,FDC Limited,260.6,31.6,432361.68,134057.8365233,165910084,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
PRIVISCL,Privi Speciality Chemicals Limited,954.1,NA,372697.28,67799.1856689,39062706,Specialty Chemicals,Specialty Chemicals,Commodities,NA,NA,Active
VIJAYA,Vijaya Diagnostic Centre Limited,392.5,NA,400629.36,180693.2145186,102071175,Healthcare Service Provider,Healthcare Service Provider,Healthcare,NA,NA,Active
INFIBEAM,Infibeam Avenues Limited,15.85,33.57,424428.32,221309.1477262,2677781182,Financial Technology (Fintech),Financial Technology (Fintech),Financial Services,NIFTY IT                                          ,26.74,Active
ENGINERSIN,Engineers India Limited,76.15,13.7,427995.27,209579.980468,562042373,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
MASFIN,MAS Financial Services Limited,811.5,24.3,443582.48,115359.8687881,54662043,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
ICRA,ICRA Limited,4680,53.43,451677.61,216344.31039139998,9651231,Ratings,Ratings,Financial Services,NIFTY 500                                         ,21.73,Active
IBREALEST,Indiabulls Real Estate Limited,62.3,0,337463.73,297683.0949044,541675331,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
KAYNES,Kaynes Technology India Limited,911.8,NA,530143.28,94159.44657219999,58142496,Industrial Products,Industrial Products,Industrials,NA,NA,Active
MAHSEAMLES,Maharashtra Seamless Limited,316,9.31,423437.64,135500.0436224,133999252,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
TEAMLEASE,Teamlease Services Limited,2530.05,42.35,432556.8,294865.23946,17096769,Diversified Commercial Services,Diversified Commercial Services,Services,NIFTY 500                                         ,21.73,Active
NESCO,Nesco Limited,524.65,14.1,369668.18,114193.0479728,70459960,Diversified Commercial Services,Diversified Commercial Services,Services,NIFTY INFRASTRUCTURE                              ,21.24,Active
EQUITAS,Equitas Holdings Limited,0,0,0,0,341790115,,NA,,NIFTY FINANCIAL SERVICES                          ,17.31,Suspended
AARTIDRUGS,Aarti Drugs Limited,357.9,22.22,331415.4,113059.044,92600000,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
HEIDELBERG,HeidelbergCement India Limited,172.35,20.58,390567.71,121075.9886821,226613116,Cement & Cement Products,Cement & Cement Products,Commodities,NIFTY COMMODITIES                                 ,13.82,Active
LAOPALA,La Opala RG Limited,368.2,34.78,408702,138392.58,111000000,Glass - Consumer,Glass - Consumer,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
HSCL,Himadri Speciality Chemical Limited,87.8,24.85,368239.52,201724.3770581,419407198,Specialty Chemicals,Specialty Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
RKFORGE,Ramkrishna Forgings Limited,269.8,16.72,431381.97,232471.38941330003,159889535,Castings & Forgings,Castings & Forgings,Industrials,NIFTY 500                                         ,21.73,Active
NIITLTD,NIIT Limited,355.25,36.19,478039.89,287433.4061094,134564360,Education,Education,Consumer Discretionary,NIFTY IT                                          ,26.74,Active
JAMNAAUTO,Jamna Auto Industries Limited,102.4,25.71,408189.83,204294.2285625,398622885,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
SPANDANA,Spandana Sphoorty Financial Limited,573.15,NA,406840.61,97096.5939997,70983269,Microfinance Institutions,Microfinance Institutions,Financial Services,NA,NA,Active
BOROLTD,Borosil Limited,329,NA,376363.42,112823.7385608,114396177,Glass - Consumer,Glass - Consumer,Consumer Discretionary,NA,NA,Active
GREENPANEL,Greenpanel Industries Limited,290.35,NA,356048.64,167285.2265741,122627395,Plywood Boards/ Laminates,Plywood Boards/ Laminates,Consumer Discretionary,NA,NA,Active
BHARATRAS,Bharat Rasayan Limited,8608.95,22.26,357724.94,89398.513386,4155268,Pesticides & Agrochemicals,Pesticides & Agrochemicals,Commodities,NIFTY 500                                         ,21.73,Active
CSBBANK,CSB Bank Limited,236.8,NA,410814.44,193123.5551873,173485827,Private Sector Bank,Private Sector Bank,Financial Services,NA,NA,Active
PRUDENT,Prudent Corporate Advisory Services Limited,824.8,NA,341522.3,51128.968464,41406680,Financial Products Distributor,Financial Products Distributor,Financial Services,NA,NA,Active
GREENLAM,Greenlam Industries Limited,305.8,40.14,388343.22,170815.139154,126992550,Plywood Boards/ Laminates,Plywood Boards/ Laminates,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
ELECON,Elecon Engineering Company Limited,386.85,29.85,434045.56,173057.22601599997,112199965,Industrial Products,Industrial Products,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
RAILTEL,Railtel Corporation Of India Limited,113.25,NA,363462.75,97788.3279209,320938407,Other Telecom Services,Other Telecom Services,Telecommunication,NA,NA,Active
MIDHANI,Mishra Dhatu Nigam Limited,204.15,22.49,382454.61,99681.7406,187340000,Aerospace & Defense,Aerospace & Defense,Industrials,NIFTY METAL                                       ,12.23,Active
TATACOFFEE,Tata Coffee Limited,207.55,17.04,387641.9,166886.7964098,186770370,Tea & Coffee,Tea & Coffee,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
OLECTRA,Olectra Greentech Limited,536.4,70.82,440281.07,216099.70195150003,82080737,Passenger Cars & Utility Vehicles,Passenger Cars & Utility Vehicles,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
UFLEX,UFLEX Limited,391.65,11.63,282816.28,124852.2150643,72211486,Packaging,Packaging,Industrials,NIFTY 500                                         ,21.73,Active
IONEXCHANG,ION Exchange (India) Limited,3500,NA,513333.07,276851.3752822,14666659,Civil Construction,Civil Construction,Industrials,NA,NA,Active
HGINFRA,H.G. Infra Engineering Limited,765,13.14,498559,124566.43228760001,65171111,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
ROSSARI,Rossari Biotech Limited,619,NA,341412.46,109033.0725466,55155486,Specialty Chemicals,Specialty Chemicals,Commodities,NA,NA,Active
HCG,Healthcare Global Enterprises Limited,279,212.1,388133.81,108367.3072167,139116062,Hospital,Hospital,Healthcare,NIFTY PHARMA                                      ,31.02,Active
SHAREINDIA,Share India Securities Limited,1056.5,NA,343834.97,85857.03945,32544720,Stockbroking & Allied,Stockbroking & Allied,Financial Services,NA,NA,Active
SAFARI,Safari Industries (India) Limited,2061,NA,488689.69,234468.61693919997,23711290,Plastic Products - Consumer,Plastic Products - Consumer,Consumer Discretionary,NA,NA,Active
HEG,HEG Limited,987,7.86,380937.64,170866.1646126,38595506,Electrodes & Refractories,Electrodes & Refractories,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
